player_names,position,team,opp,minutes,possessions,fd_points,points,assists,rebounds,offensive_rebounds,defensive_rebounds,blocks,steals,fouls,turnovers,two_pt_attempts,two_pt_fg,three_pt_attempts,three_pt_fg,free_throw_attempts,free_throws_made,roster_pos,confirmed,double_doubles,triple_doubles,injury,site,fd_std,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,timestamp,date,slate_id,gid,sports_book,bet_type,over/under,odds,stat_threshold,us_odds
Jerami Grant,PF/SF,POR,IND,35.4959,70.8243,36.7101,25.293,3.205,3.743,1.04633,2.69667,0.630333,0.788,2.69367,2.137,12.516,6.51633,5.72067,2.182,6.905,5.71433,PF/SF,True,0.00566667,0.0,,fd,9.12609,30.1,36.6,42.8,46.2,51.9,59.801,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_assists,Over,1.5,3.5,-200
Jerami Grant,PF/SF,POR,IND,35.4959,70.8243,36.7101,25.293,3.205,3.743,1.04633,2.69667,0.630333,0.788,2.69367,2.137,12.516,6.51633,5.72067,2.182,6.905,5.71433,PF/SF,True,0.00566667,0.0,,fd,9.12609,30.1,36.6,42.8,46.2,51.9,59.801,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_assists,Under,2.48,3.5,148
Pascal Siakam,PF/C,IND,POR,34.9037,69.2037,36.6545,20.5427,3.97633,6.395,1.38867,5.00633,0.501,0.877333,2.862,1.66167,11.1797,6.57367,3.226,1.16133,5.139,3.91133,PF/C,True,0.119667,0.00133333,,fd,8.88182,30.7,36.4,42.4,45.8,51.705,58.502,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_assists,Over,2.16,4.5,116
Pascal Siakam,PF/C,IND,POR,34.9037,69.2037,36.6545,20.5427,3.97633,6.395,1.38867,5.00633,0.501,0.877333,2.862,1.66167,11.1797,6.57367,3.226,1.16133,5.139,3.91133,PF/C,True,0.119667,0.00133333,,fd,8.88182,30.7,36.4,42.4,45.8,51.705,58.502,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_assists,Under,1.65,4.5,-153
Malcolm Brogdon,PG/SG,POR,IND,32.9336,65.8297,34.8205,18.9487,6.60767,3.555,0.975667,2.57933,0.295333,0.79,2.383,1.56167,8.859,4.44167,5.635,2.287,3.83167,3.20433,PG/SG,True,0.116,0.000666667,,fd,8.6186,29.1,34.5,40.325,43.8,49.6,56.103,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_assists,Over,2.2,6.5,120
Malcolm Brogdon,PG/SG,POR,IND,32.9336,65.8297,34.8205,18.9487,6.60767,3.555,0.975667,2.57933,0.295333,0.79,2.383,1.56167,8.859,4.44167,5.635,2.287,3.83167,3.20433,PG/SG,True,0.116,0.000666667,,fd,8.6186,29.1,34.5,40.325,43.8,49.6,56.103,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_assists,Under,1.62,6.5,-161
Myles Turner,C,IND,POR,29.7366,58.8647,32.3908,15.4673,1.80133,7.239,1.53767,5.70133,1.53967,0.703,2.59167,1.19333,6.63367,4.63133,3.19133,1.13167,3.54767,2.80967,C,True,0.166,0.0,,fd,8.66176,26.2,32.0,38.1,41.3,47.405,52.702,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Over,1.74,8.5,-135
Myles Turner,C,IND,POR,29.7366,58.8647,32.3908,15.4673,1.80133,7.239,1.53767,5.70133,1.53967,0.703,2.59167,1.19333,6.63367,4.63133,3.19133,1.13167,3.54767,2.80967,C,True,0.166,0.0,,fd,8.66176,26.2,32.0,38.1,41.3,47.405,52.702,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Under,2.02,8.5,102
Aaron Nesmith,SF/PF,IND,POR,29.2257,57.7917,22.0916,10.4193,1.49833,3.43533,0.743667,2.69167,0.605667,1.417,2.58767,0.765667,3.76833,2.311,3.788,1.49767,1.644,1.30433,SF/PF,True,0.00266667,0.0,,fd,7.38046,16.9,21.6,26.725,29.715,35.0,41.102,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Over,1.69,3.5,-144
Aaron Nesmith,SF/PF,IND,POR,29.2257,57.7917,22.0916,10.4193,1.49833,3.43533,0.743667,2.69167,0.605667,1.417,2.58767,0.765667,3.76833,2.311,3.788,1.49767,1.644,1.30433,SF/PF,True,0.00266667,0.0,,fd,7.38046,16.9,21.6,26.725,29.715,35.0,41.102,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Under,2.08,3.5,108
Malcolm Brogdon,PG/SG,POR,IND,32.9336,65.8297,34.8205,18.9487,6.60767,3.555,0.975667,2.57933,0.295333,0.79,2.383,1.56167,8.859,4.44167,5.635,2.287,3.83167,3.20433,PG/SG,True,0.116,0.000666667,,fd,8.6186,29.1,34.5,40.325,43.8,49.6,56.103,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Over,2.34,5.5,134
Malcolm Brogdon,PG/SG,POR,IND,32.9336,65.8297,34.8205,18.9487,6.60767,3.555,0.975667,2.57933,0.295333,0.79,2.383,1.56167,8.859,4.44167,5.635,2.287,3.83167,3.20433,PG/SG,True,0.116,0.000666667,,fd,8.6186,29.1,34.5,40.325,43.8,49.6,56.103,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Under,1.56,5.5,-178
Jabari Walker,SF/PF,POR,IND,29.3693,58.8237,26.7397,12.108,1.90133,7.49367,2.052,5.44167,0.513333,0.818,2.229,1.20667,6.57133,3.76333,1.93333,0.661333,3.35067,2.59733,SF/PF,True,0.143333,0.0,,fd,7.54135,21.5,26.4,31.5,34.5,40.1,45.8,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Over,1.72,11.5,-138
Jabari Walker,SF/PF,POR,IND,29.3693,58.8237,26.7397,12.108,1.90133,7.49367,2.052,5.44167,0.513333,0.818,2.229,1.20667,6.57133,3.76333,1.93333,0.661333,3.35067,2.59733,SF/PF,True,0.143333,0.0,,fd,7.54135,21.5,26.4,31.5,34.5,40.1,45.8,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Under,2.04,11.5,104
Jerami Grant,PF/SF,POR,IND,35.4959,70.8243,36.7101,25.293,3.205,3.743,1.04633,2.69667,0.630333,0.788,2.69367,2.137,12.516,6.51633,5.72067,2.182,6.905,5.71433,PF/SF,True,0.00566667,0.0,,fd,9.12609,30.1,36.6,42.8,46.2,51.9,59.801,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Over,2.16,3.5,116
Jerami Grant,PF/SF,POR,IND,35.4959,70.8243,36.7101,25.293,3.205,3.743,1.04633,2.69667,0.630333,0.788,2.69367,2.137,12.516,6.51633,5.72067,2.182,6.905,5.71433,PF/SF,True,0.00566667,0.0,,fd,9.12609,30.1,36.6,42.8,46.2,51.9,59.801,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Under,1.65,3.5,-153
Jalen Smith,C,IND,POR,17.9531,35.7547,19.303,8.79,1.29667,5.34333,1.14433,4.199,0.581333,0.413667,1.61733,0.829,3.68833,2.50267,2.19767,0.816,1.80233,1.33667,C,False,0.021,0.0,,fd,6.72447,14.6,18.8,23.6,26.4,30.8,37.5,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Over,2.06,4.5,106
Jalen Smith,C,IND,POR,17.9531,35.7547,19.303,8.79,1.29667,5.34333,1.14433,4.199,0.581333,0.413667,1.61733,0.829,3.68833,2.50267,2.19767,0.816,1.80233,1.33667,C,False,0.021,0.0,,fd,6.72447,14.6,18.8,23.6,26.4,30.8,37.5,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Under,1.71,4.5,-140
Bennedict Mathurin,SG/SF,IND,POR,28.2983,56.2803,24.722,15.376,1.846,4.18833,0.901667,3.28667,0.184667,0.89,2.53533,1.673,6.92633,4.00833,3.29367,1.232,4.41567,3.66333,SG/SF,False,0.01,0.0,GTD,fd,7.46308,19.675,24.3,29.4,32.5,37.705,43.401,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Over,1.52,2.5,-192
Bennedict Mathurin,SG/SF,IND,POR,28.2983,56.2803,24.722,15.376,1.846,4.18833,0.901667,3.28667,0.184667,0.89,2.53533,1.673,6.92633,4.00833,3.29367,1.232,4.41567,3.66333,SG/SF,False,0.01,0.0,GTD,fd,7.46308,19.675,24.3,29.4,32.5,37.705,43.401,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Under,2.42,2.5,142
Pascal Siakam,PF/C,IND,POR,34.9037,69.2037,36.6545,20.5427,3.97633,6.395,1.38867,5.00633,0.501,0.877333,2.862,1.66167,11.1797,6.57367,3.226,1.16133,5.139,3.91133,PF/C,True,0.119667,0.00133333,,fd,8.88182,30.7,36.4,42.4,45.8,51.705,58.502,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Over,1.8,4.5,-125
Pascal Siakam,PF/C,IND,POR,34.9037,69.2037,36.6545,20.5427,3.97633,6.395,1.38867,5.00633,0.501,0.877333,2.862,1.66167,11.1797,6.57367,3.226,1.16133,5.139,3.91133,PF/C,True,0.119667,0.00133333,,fd,8.88182,30.7,36.4,42.4,45.8,51.705,58.502,1705718751000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,4f3a8b50-55d5-4ef7-8be6-7b7587d43606,fanduel,player_rebounds,Under,1.94,4.5,-106
Royce O'Neale,SF/PF,BKN,LAL,19.9498,38.987,16.6409,5.92633,2.32633,3.82533,1.05533,2.77,0.465333,0.668667,1.734,0.767333,1.53633,0.794333,3.67733,1.28433,0.646333,0.484667,SF/PF,False,0.00233333,0.0,,fd,6.21171,12.2,16.2,20.6,23.0,27.3,32.702,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Over,1.53,2.5,-188
Royce O'Neale,SF/PF,BKN,LAL,19.9498,38.987,16.6409,5.92633,2.32633,3.82533,1.05533,2.77,0.465333,0.668667,1.734,0.767333,1.53633,0.794333,3.67733,1.28433,0.646333,0.484667,SF/PF,False,0.00233333,0.0,,fd,6.21171,12.2,16.2,20.6,23.0,27.3,32.702,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Under,2.4,2.5,140
LeBron James,SF/PF,LAL,BKN,35.8668,71.0577,47.6689,25.079,7.24867,7.416,1.29933,6.11667,0.549333,1.273,2.572,2.64933,13.1247,7.77133,4.664,1.708,5.97667,4.41233,SF/PF,True,0.353333,0.04,,fd,9.90851,41.0,47.6,54.0,57.815,64.2,71.401,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Over,1.66,7.5,-151
LeBron James,SF/PF,LAL,BKN,35.8668,71.0577,47.6689,25.079,7.24867,7.416,1.29933,6.11667,0.549333,1.273,2.572,2.64933,13.1247,7.77133,4.664,1.708,5.97667,4.41233,SF/PF,True,0.353333,0.04,,fd,9.90851,41.0,47.6,54.0,57.815,64.2,71.401,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Under,2.14,7.5,114
Cam Thomas,SG/SF,BKN,LAL,23.9035,46.6147,23.808,16.0827,2.12133,2.55667,0.702667,1.854,0.313333,0.624,2.10367,1.33667,9.61333,4.33767,4.36967,1.479,3.68033,2.97033,SG/SF,False,0.000333333,0.0,,fd,7.34226,18.8,23.5,28.4,31.5,36.105,43.203,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Over,2.22,3.5,122
Cam Thomas,SG/SF,BKN,LAL,23.9035,46.6147,23.808,16.0827,2.12133,2.55667,0.702667,1.854,0.313333,0.624,2.10367,1.33667,9.61333,4.33767,4.36967,1.479,3.68033,2.97033,SG/SF,False,0.000333333,0.0,,fd,7.34226,18.8,23.5,28.4,31.5,36.105,43.203,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Under,1.62,3.5,-161
Anthony Davis,PF/C,LAL,BKN,37.7976,74.753,52.6573,25.852,3.45433,12.2107,2.099,10.1117,1.75433,1.238,2.74067,2.006,16.2783,9.62267,1.124,0.405,6.82767,5.39167,PF/C,True,0.776667,0.00333333,,fd,10.7215,45.4,52.3,59.7,63.8,70.9,78.306,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Over,1.82,5.5,-121
Anthony Davis,PF/C,LAL,BKN,37.7976,74.753,52.6573,25.852,3.45433,12.2107,2.099,10.1117,1.75433,1.238,2.74067,2.006,16.2783,9.62267,1.124,0.405,6.82767,5.39167,PF/C,True,0.776667,0.00333333,,fd,10.7215,45.4,52.3,59.7,63.8,70.9,78.306,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Under,1.93,5.5,-107
Nic Claxton,C,BKN,LAL,31.4396,61.9677,35.4317,12.498,2.18233,11.251,2.86167,8.38933,1.67267,0.749667,2.654,1.108,8.437,5.37233,0.068,0.0246667,2.97667,1.67933,C,True,0.508333,0.0,,fd,8.59449,29.7,35.0,40.8,44.3,50.105,56.501,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Over,1.93,1.5,-107
Nic Claxton,C,BKN,LAL,31.4396,61.9677,35.4317,12.498,2.18233,11.251,2.86167,8.38933,1.67267,0.749667,2.654,1.108,8.437,5.37233,0.068,0.0246667,2.97667,1.67933,C,True,0.508333,0.0,,fd,8.59449,29.7,35.0,40.8,44.3,50.105,56.501,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Under,1.82,1.5,-121
Mikal Bridges,SG/SF,BKN,LAL,35.4326,69.519,37.541,23.443,3.54367,5.30733,1.382,3.92533,0.579,0.877,3.01733,1.95433,11.7747,5.898,7.02867,2.52133,4.74567,4.083,SG/SF,True,0.0456667,0.0,,fd,9.39975,31.2,37.4,43.6,47.3,53.3,60.8,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Over,1.94,2.5,-106
Mikal Bridges,SG/SF,BKN,LAL,35.4326,69.519,37.541,23.443,3.54367,5.30733,1.382,3.92533,0.579,0.877,3.01733,1.95433,11.7747,5.898,7.02867,2.52133,4.74567,4.083,SG/SF,True,0.0456667,0.0,,fd,9.39975,31.2,37.4,43.6,47.3,53.3,60.8,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Under,1.8,2.5,-125
Cameron Johnson,SF/PF,BKN,LAL,29.4941,57.7867,24.5986,13.512,2.41567,3.94367,1.01067,2.933,0.36,0.8,2.451,0.749333,4.33633,2.24867,6.54367,2.52267,1.806,1.44667,SF/PF,True,0.00533333,0.0,,fd,7.69995,19.2,24.2,29.6,32.7,37.71,44.101,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Over,1.88,1.5,-113
Cameron Johnson,SF/PF,BKN,LAL,29.4941,57.7867,24.5986,13.512,2.41567,3.94367,1.01067,2.933,0.36,0.8,2.451,0.749333,4.33633,2.24867,6.54367,2.52267,1.806,1.44667,SF/PF,True,0.00533333,0.0,,fd,7.69995,19.2,24.2,29.6,32.7,37.71,44.101,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Under,1.88,1.5,-113
D'Angelo Russell,PG/SG,LAL,BKN,33.7693,66.887,31.0482,17.3803,5.46233,2.78167,0.481333,2.30033,0.521333,0.786667,2.42867,1.78767,7.07767,3.901,6.26333,2.54233,2.48433,1.95133,PG/SG,True,0.0476667,0.0,,fd,8.4231,25.3,30.8,36.6,39.7,45.5,51.7,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Over,1.88,6.5,-113
D'Angelo Russell,PG/SG,LAL,BKN,33.7693,66.887,31.0482,17.3803,5.46233,2.78167,0.481333,2.30033,0.521333,0.786667,2.42867,1.78767,7.07767,3.901,6.26333,2.54233,2.48433,1.95133,PG/SG,True,0.0476667,0.0,,fd,8.4231,25.3,30.8,36.6,39.7,45.5,51.7,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_assists,Under,1.88,6.5,-113
Anthony Davis,PF/C,LAL,BKN,37.7976,74.753,52.6573,25.852,3.45433,12.2107,2.099,10.1117,1.75433,1.238,2.74067,2.006,16.2783,9.62267,1.124,0.405,6.82767,5.39167,PF/C,True,0.776667,0.00333333,,fd,10.7215,45.4,52.3,59.7,63.8,70.9,78.306,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Over,2.0,29.5,100
Anthony Davis,PF/C,LAL,BKN,37.7976,74.753,52.6573,25.852,3.45433,12.2107,2.099,10.1117,1.75433,1.238,2.74067,2.006,16.2783,9.62267,1.124,0.405,6.82767,5.39167,PF/C,True,0.776667,0.00333333,,fd,10.7215,45.4,52.3,59.7,63.8,70.9,78.306,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Under,1.78,29.5,-128
LeBron James,SF/PF,LAL,BKN,35.8668,71.0577,47.6689,25.079,7.24867,7.416,1.29933,6.11667,0.549333,1.273,2.572,2.64933,13.1247,7.77133,4.664,1.708,5.97667,4.41233,SF/PF,True,0.353333,0.04,,fd,9.90851,41.0,47.6,54.0,57.815,64.2,71.401,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Over,1.83,20.5,-120
LeBron James,SF/PF,LAL,BKN,35.8668,71.0577,47.6689,25.079,7.24867,7.416,1.29933,6.11667,0.549333,1.273,2.572,2.64933,13.1247,7.77133,4.664,1.708,5.97667,4.41233,SF/PF,True,0.353333,0.04,,fd,9.90851,41.0,47.6,54.0,57.815,64.2,71.401,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Under,1.94,20.5,-106
Mikal Bridges,SG/SF,BKN,LAL,35.4326,69.519,37.541,23.443,3.54367,5.30733,1.382,3.92533,0.579,0.877,3.01733,1.95433,11.7747,5.898,7.02867,2.52133,4.74567,4.083,SG/SF,True,0.0456667,0.0,,fd,9.39975,31.2,37.4,43.6,47.3,53.3,60.8,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Over,1.85,20.5,-117
Mikal Bridges,SG/SF,BKN,LAL,35.4326,69.519,37.541,23.443,3.54367,5.30733,1.382,3.92533,0.579,0.877,3.01733,1.95433,11.7747,5.898,7.02867,2.52133,4.74567,4.083,SG/SF,True,0.0456667,0.0,,fd,9.39975,31.2,37.4,43.6,47.3,53.3,60.8,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Under,1.93,20.5,-107
D'Angelo Russell,PG/SG,LAL,BKN,33.7693,66.887,31.0482,17.3803,5.46233,2.78167,0.481333,2.30033,0.521333,0.786667,2.42867,1.78767,7.07767,3.901,6.26333,2.54233,2.48433,1.95133,PG/SG,True,0.0476667,0.0,,fd,8.4231,25.3,30.8,36.6,39.7,45.5,51.7,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Over,1.96,22.5,-104
D'Angelo Russell,PG/SG,LAL,BKN,33.7693,66.887,31.0482,17.3803,5.46233,2.78167,0.481333,2.30033,0.521333,0.786667,2.42867,1.78767,7.07767,3.901,6.26333,2.54233,2.48433,1.95133,PG/SG,True,0.0476667,0.0,,fd,8.4231,25.3,30.8,36.6,39.7,45.5,51.7,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Under,1.82,22.5,-121
Cam Thomas,SG/SF,BKN,LAL,23.9035,46.6147,23.808,16.0827,2.12133,2.55667,0.702667,1.854,0.313333,0.624,2.10367,1.33667,9.61333,4.33767,4.36967,1.479,3.68033,2.97033,SG/SF,False,0.000333333,0.0,,fd,7.34226,18.8,23.5,28.4,31.5,36.105,43.203,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Over,1.98,26.5,-102
Cam Thomas,SG/SF,BKN,LAL,23.9035,46.6147,23.808,16.0827,2.12133,2.55667,0.702667,1.854,0.313333,0.624,2.10367,1.33667,9.61333,4.33767,4.36967,1.479,3.68033,2.97033,SG/SF,False,0.000333333,0.0,,fd,7.34226,18.8,23.5,28.4,31.5,36.105,43.203,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Under,1.78,26.5,-128
Austin Reaves,SF/SG,LAL,BKN,33.9514,67.0083,28.6702,15.0803,4.794,3.831,0.662667,3.16833,0.340667,0.726667,2.43167,1.40033,6.14667,3.89467,3.63733,1.45233,3.39267,2.934,SF/SG,True,0.0233333,0.000333333,,fd,7.89544,23.0,28.4,34.0,36.9,42.005,47.503,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Over,1.88,15.5,-113
Austin Reaves,SF/SG,LAL,BKN,33.9514,67.0083,28.6702,15.0803,4.794,3.831,0.662667,3.16833,0.340667,0.726667,2.43167,1.40033,6.14667,3.89467,3.63733,1.45233,3.39267,2.934,SF/SG,True,0.0233333,0.000333333,,fd,7.89544,23.0,28.4,34.0,36.9,42.005,47.503,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points,Under,1.88,15.5,-113
Anthony Davis,PF/C,LAL,BKN,37.7976,74.753,52.6573,25.852,3.45433,12.2107,2.099,10.1117,1.75433,1.238,2.74067,2.006,16.2783,9.62267,1.124,0.405,6.82767,5.39167,PF/C,True,0.776667,0.00333333,,fd,10.7215,45.4,52.3,59.7,63.8,70.9,78.306,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points_alternate,Over,1.3,24.5,-333
Cam Thomas,SG/SF,BKN,LAL,23.9035,46.6147,23.808,16.0827,2.12133,2.55667,0.702667,1.854,0.313333,0.624,2.10367,1.33667,9.61333,4.33767,4.36967,1.479,3.68033,2.97033,SG/SF,False,0.000333333,0.0,,fd,7.34226,18.8,23.5,28.4,31.5,36.105,43.203,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points_alternate,Over,1.6,24.5,-166
D'Angelo Russell,PG/SG,LAL,BKN,33.7693,66.887,31.0482,17.3803,5.46233,2.78167,0.481333,2.30033,0.521333,0.786667,2.42867,1.78767,7.07767,3.901,6.26333,2.54233,2.48433,1.95133,PG/SG,True,0.0476667,0.0,,fd,8.4231,25.3,30.8,36.6,39.7,45.5,51.7,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points_alternate,Over,2.56,24.5,156
LeBron James,SF/PF,LAL,BKN,35.8668,71.0577,47.6689,25.079,7.24867,7.416,1.29933,6.11667,0.549333,1.273,2.572,2.64933,13.1247,7.77133,4.664,1.708,5.97667,4.41233,SF/PF,True,0.353333,0.04,,fd,9.90851,41.0,47.6,54.0,57.815,64.2,71.401,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points_alternate,Over,2.86,24.5,186
Mikal Bridges,SG/SF,BKN,LAL,35.4326,69.519,37.541,23.443,3.54367,5.30733,1.382,3.92533,0.579,0.877,3.01733,1.95433,11.7747,5.898,7.02867,2.52133,4.74567,4.083,SG/SF,True,0.0456667,0.0,,fd,9.39975,31.2,37.4,43.6,47.3,53.3,60.8,1705720135000,20240119,f87b9a55-a4d8-47e2-b3fe-cfcd77084c19,40d14a59-9cd6-4fbc-9859-f07995336714,fanduel,player_points_alternate,Over,3.0,24.5,200
