player_names,bet_type,over/under,stat_threshold,odds,us_odds,implied_probability,sportsbook_prob,edge,ev,composite_z_score
Khris Middleton,player_rebounds_alternate,Under,5.5,1.36,-277,0.5119892310197279,0.7347480106100795,-0.22275877959035162,-0.30317711157242805,-2.0978389161009576
Tyler Herro,player_rebounds_alternate,Under,6.5,1.43,-232,0.5036116582495479,0.6987951807228916,-0.1951835224733437,-0.27931435112564706,-1.9137290628405328
John Konchar,player_rebounds_alternate,Over,4.5,1.51,-196,0.6046077218302262,0.6621621621621622,-0.05755444033193602,-0.08691895070537281,0.23064468496087778
Alperen Sengun,player_rebounds_alternate,Over,8.5,1.38,-263,0.6024854312705678,0.7245179063360881,-0.1220324750655204,-0.16843265569879817,-0.4417117484051352
Jalen Johnson,player_points_alternate,Over,16.5,1.74,-135,0.5503280024281596,0.574468085106383,-0.02414008267822343,-0.04202162540283344,0.22231837994357118
Deni Avdija,player_points_alternate,Under,12.5,1.56,-178,0.5579436348116432,0.6402877697841727,-0.08234413497252946,-0.12860488495709654,-0.3710297203343562
Kyle Anderson,player_assists_alternate,Under,5.5,1.51,-196,0.46035089357446024,0.6621621621621622,-0.20181126858770193,-0.30477620154061114,-2.333108623364806
Bilal Coulibaly,player_points_alternate,Under,8.5,1.54,-185,0.5697041967433493,0.6491228070175439,-0.07941861027419461,-0.12234758880078622,-0.2534957329414029
Devin Booker,player_rebounds_alternate,Over,3.5,1.37,-270,0.5677132362997737,0.7297297297297297,-0.16201649342995605,-0.22202260210771751,-1.09188805648443
Dejounte Murray,player_rebounds_alternate,Over,4.5,1.47,-212,0.5722379253631056,0.6794871794871795,-0.10724925412407393,-0.15783852493731637,-0.5220216713688014
Isaiah Stewart,player_points_alternate,Under,12.5,1.62,-161,0.5584649805182206,0.6168582375478927,-0.05839325702967213,-0.0946623607748101,-0.10908121340608022
Jarrett Allen,player_points,Over,14.5,1.74,-135,0.5488585921143319,0.574468085106383,-0.025609492992051175,-0.044579487800978035,0.19491252773100284
Jalen Johnson,player_assists_alternate,Over,2.5,1.42,-238,0.5852754371543888,0.7041420118343196,-0.11886657467993078,-0.1688105136210782,-0.5400989723541366
Terry Rozier,player_points_alternate,Over,16.5,1.71,-140,0.5517176955671004,0.5833333333333334,-0.031615637766232996,-0.05419823617068514,0.14481129343462182
Dejounte Murray,player_points,Over,26.5,1.87,-114,0.5431390576314218,0.5327102803738317,0.01042877725759006,0.019576827483546333,0.59584583140412
Max Strus,player_points_alternate,Over,10.5,1.59,-169,0.5585062694244246,0.6282527881040892,-0.06974651867966464,-0.11101664807591594,-0.23234926967735456
Jaden Ivey,player_assists_alternate,Over,4.5,1.37,-270,0.6161739986671425,0.7297297297297297,-0.1135557310625872,-0.15561340923391576,-0.25646721672022116
Jimmy Butler,player_points,Over,17.5,1.8,-125,0.5497154691683035,0.5555555555555556,-0.005840086387252086,-0.01051215549705381,0.43701881558042804
Onyeka Okongwu,player_points_alternate,Under,10.5,1.49,-204,0.5600733898977741,0.6710526315789473,-0.11097924168117324,-0.16538083074057192,-0.6514667562650566
Toumani Camara,player_rebounds_alternate,Over,2.5,1.4,-250,0.6076720284798005,0.7142857142857143,-0.1066136858059138,-0.14925916012827933,-0.25114766848661413
Bam Adebayo,player_rebounds,Under,11.5,1.71,-140,0.4652291152773412,0.5833333333333334,-0.1181042180559922,-0.20246437381027238,-1.4595584263350883
Malcolm Brogdon,player_points_alternate,Over,14.5,1.56,-178,0.5513763007933701,0.6402877697841727,-0.0889114689908026,-0.13886173246878153,-0.489036917882344
Deandre Ayton,player_points_alternate,Under,12.5,1.67,-149,0.5561728055074586,0.5983935742971888,-0.042220768789730134,-0.0705568552257907,0.05480039684562721
Andrew Wiggins,player_rebounds_alternate,Under,5.5,1.37,-270,0.508704920285228,0.7297297297297297,-0.22102480944450176,-0.3028858499795024,-2.1091394266596892
Brook Lopez,player_points_alternate,Under,13.5,1.59,-169,0.5509643167101816,0.6282527881040892,-0.0772884713939076,-0.1230212947039121,-0.36872932337385306
Bradley Beal,player_points_alternate,Over,17.5,1.65,-153,0.5478755345796951,0.6047430830039525,-0.05686754842425745,-0.0940358807276937,-0.16862178584128928
Jalen Williams,player_rebounds_alternate,Over,3.5,1.43,-232,0.5710903120245996,0.6987951807228916,-0.127704868698292,-0.1827500707234179,-0.7348525621935987
Malik Beasley,player_points_alternate,Over,9.5,1.77,-129,0.5601930548662493,0.5633187772925764,-0.0031257224263271377,-0.005548763066890838,0.5399828458503589
Jeremy Sochan,player_points_alternate,Over,11.5,1.62,-161,0.5526267343329825,0.6168582375478927,-0.06423150321491022,-0.10412684682665568,-0.21530771508661772
LaMelo Ball,player_rebounds_alternate,Over,4.5,1.4,-250,0.5646038710945032,0.7142857142857143,-0.14968184319121114,-0.20955458046769562,-0.9984690397094201
Grayson Allen,player_points_alternate,Over,10.5,1.56,-178,0.5534189197170596,0.6402877697841727,-0.08686885006711309,-0.13567157482391817,-0.45233348020544223
Jabari Walker,player_rebounds,Over,7.5,1.74,-135,0.6212306257648008,0.574468085106383,0.046762540658417784,0.08140145966465312,1.5447174391863105
Nick Richards,player_rebounds_alternate,Over,7.5,1.53,-188,0.6185398745477932,0.6527777777777778,-0.034237903229984545,-0.052449553884231614,0.5800262339380732
Corey Kispert,player_points_alternate,Under,10.5,1.59,-169,0.565620603175611,0.6282527881040892,-0.06263218492847822,-0.09969264938319905,-0.10370178861196729
Devin Booker,player_points_alternate,Under,28.5,1.74,-135,0.5408555703246141,0.574468085106383,-0.033612514781768965,-0.05851067387937564,0.04564881945361484
Donovan Mitchell,player_assists_alternate,Over,6.5,1.43,-232,0.6096316357613649,0.6987951807228916,-0.08916354496152668,-0.12759610744494337,-0.06152168916576447
Bradley Beal,player_rebounds_alternate,Over,3.5,1.38,-263,0.5719008703322758,0.7245179063360881,-0.15261703600381238,-0.21064632726001487,-0.9701118863299333
Jusuf Nurkic,player_points_alternate,Over,9.5,1.61,-163,0.5495483428952921,0.6197718631178707,-0.0702235202225786,-0.11330543446955937,-0.30298979477181903
Damian Lillard,player_points_alternate,Over,24.5,1.61,-163,0.5413634923312788,0.6197718631178707,-0.07840837078659191,-0.1265116657476913,-0.4516748334203647
Terry Rozier,player_assists_alternate,Under,6.5,1.45,-222,0.44727088782082985,0.6894409937888198,-0.24217010596799,-0.35125573928690446,-2.8144947208944178
Jerami Grant,player_rebounds_alternate,Over,2.5,1.42,-238,0.5668488843878929,0.7041420118343196,-0.13729312744642663,-0.19497931544912692,-0.8612542665443038
Bobby Portis,player_points_alternate,Over,9.5,1.65,-153,0.5581537512175961,0.6047430830039525,-0.04658933178635638,-0.07703987543756974,0.019662094188396113
Cody Martin,player_points_alternate,Under,8.5,1.69,-144,0.5553959166153597,0.5901639344262295,-0.0347680178108698,-0.058912474623973865,0.1342154857088885
Khris Middleton,player_assists_alternate,Under,6.5,1.57,-175,0.4471420815415929,0.6363636363636364,-0.18922155482204345,-0.29734815757749683,-2.3244333538697837
Jaden McDaniels,player_points_alternate,Over,11.5,1.67,-149,0.553840824835325,0.5983935742971888,-0.04455274946186372,-0.07445392359734276,0.011925500415087146
Stephen Curry,player_threes_alternate,Over,3.5,1.43,-232,0.6334768663560479,0.6987951807228916,-0.06531831436684365,-0.09347276021462114,0.3550631184430116
Duncan Robinson,player_points_alternate,Over,7.5,1.57,-175,0.5641879739125482,0.6363636363636364,-0.0721756624510882,-0.11341889813742434,-0.21696067943610733
Jimmy Butler,player_assists_alternate,Over,3.5,1.45,-222,0.597493544289069,0.6894409937888198,-0.09194744949975087,-0.13336521954468372,-0.17893242944886414
Killian Hayes,player_assists_alternate,Under,6.5,1.36,-277,0.42853003158582675,0.7347480106100795,-0.3062179790242528,-0.41676598589221414,-3.533624375489444
Dean Wade,player_rebounds_alternate,Under,5.5,1.43,-232,0.5058030197105429,0.6987951807228916,-0.19299216101234873,-0.27617843731077496,-1.875445185106365
